477	-128
478	-128
479	127
480	-128
481	127
482	-128
483	127
484	-128
485	-128
486	-128
487	127
488	-128
489	127
490	-108
491	-128
492	127
493	127
494	-128
495	127
496	-128
497	-128
498	127
499	-128
500	-128
501	-128
502	43
503	-128
504	46
505	-128
506	127
507	111
508	-128
509	-128
510	127
511	-128
512	127
513	-128
514	-128
515	-128
516	-128
517	-128
518	127
519	-128
520	-128
521	127
522	-128
523	-128
524	-128
525	-105
526	-128
527	127
528	127
529	-128
530	127
531	127
532	-128
533	-128
534	-128
535	-128
536	-128
537	-128
538	-128
539	-128
540	-128
541	127
542	127
543	-128
544	-128
545	127
546	-128
547	-128
548	100
549	127
550	-128
551	-128
552	-128
553	-128
554	-128
555	-128
556	-128
557	-128
558	127
559	-66
560	-40
561	-74
562	74
563	-128
564	-128
565	-128
566	127
567	-128
568	-128
569	-128
570	-128
571	127
572	127
573	127
574	-10
575	-128
576	127
577	-128
578	-128
579	-128
580	127
581	-128
582	127
583	-128
584	127
585	-128
586	-128
587	-128
588	-128
589	127
590	127
591	127
592	-128
593	40
594	-128
595	127
596	127
597	-128
598	-128
599	127
600	-128
601	127
602	-128
603	-128
604	19
605	-128
606	-128
607	-128
608	-128
609	-86
610	-128
611	-128
612	127
613	127
614	127
615	127
616	127
617	127
618	-128
619	-128
620	-128
621	-49
622	127
623	51
624	127
625	-128
626	127
627	127
628	-128
629	127
630	-128
631	-128
632	-128
633	-128
634	-128
635	-128
636	-128
637	127
638	-128
639	127
640	127
641	-128
642	-19
643	127
644	-128
645	-128
646	-128
647	-128
648	127
649	-128
650	127
651	-128
652	-128
653	-128
654	-128
655	127
656	-128
657	-128
658	127
659	-128
660	127
661	-128
662	127
663	-128
664	127
665	-128
666	-128
667	-128
668	127
669	-128
670	-128
671	121
672	-128
673	-128
674	127
675	-128
676	127
677	127
678	127
679	127
680	-128
681	-128
682	-128
683	-128
684	-128
685	127
686	-128
687	-128
688	-99
689	127
690	127
691	127
692	-128
693	-128
694	-128
695	127
696	-128
697	-128
698	127
699	127
700	-128
701	-128
702	127
703	-128
704	-128
705	49
706	127
707	127
708	-128
709	-128
710	127
711	-128
712	-128
713	-128
714	127
715	-128
716	-128
717	-128
718	30
719	127
720	-128
721	-128
722	-128
723	-128
724	-128
725	-128
726	-128
727	-128
728	127
729	-128
730	11
731	127
732	-42
733	-128
734	127
735	-128
736	-128
737	-128
738	-128
739	-128
740	-128
741	-128
742	127
743	127
744	-128
745	-128
746	127
747	-128
748	-128
749	-128
750	21
751	-128
752	-36
753	-128
754	-128
755	65
756	-49
757	127
758	-128
759	-128
760	-128
761	127
762	-128
763	127
764	-128
765	-128
766	-128
767	-128
768	-128
769	-128
770	127
771	-128
772	-128
773	127
774	-128
775	-128
776	-128
777	-128
778	127
779	127
780	-128
781	-12
782	-128
783	127
784	89
785	-24
786	-128
787	-128
788	-50
789	-128
790	-103
791	127
792	127
793	-128
794	127
795	127
796	-1
797	-128
798	-128
799	79
800	-128
801	-128
802	-128
803	-128
804	-128
805	127
806	-76
807	-128
808	-128
809	127
810	-128
811	-128
812	-128
813	-128
814	127
815	-128
816	14
817	-128
818	-128
819	-128
820	127
821	-128
822	-72
823	127
824	-128
825	-126
826	-128
827	-128
828	-128
829	-128
830	-128
831	127
832	-128
833	127
834	127
835	127
836	-128
837	-128
838	-120
839	-128
840	-128
841	127
842	55
843	-128
844	-128
845	-128
846	-128
847	-128
848	-4
849	-128
850	-128
851	-128
852	127
853	-128
854	-128
855	-128
856	127
857	-128
858	-128
859	-128
860	-128
861	-128
862	-128
863	-126
864	127
865	127
866	127
867	-128
868	-128
869	-128
870	-42
871	-128
872	30
873	-128
874	-98
875	-128
876	-36
877	127
878	-128
879	-128
880	-128
881	-128
882	-128
883	-128
884	24
885	127
886	127
887	127
888	-33
889	-128
890	-128
891	-128
892	-128
893	-128
894	-128
895	-128
896	-128
897	-128
898	127
899	57
900	127
901	-128
902	-128
903	127
904	-128
905	127
906	127
907	-128
908	-128
909	-128
910	-32
911	-128
912	127
913	127
914	-128
915	1
916	-128
917	-128
918	-128
919	127
920	-128
921	-128
922	127
923	-128
924	127
925	127
926	-128
927	127
928	-27
929	-128
930	127
931	-128
932	-128
933	-128
934	-128
935	-128
936	-76
937	-128
938	-128
939	-128
940	127
941	-128
942	-128
943	-128
944	-128
945	127
946	-128
947	127
948	127
949	-128
950	-128
951	-128
952	-128
953	127
954	-128
955	-128
956	-128
957	-128
958	-128
959	-128
960	13
961	-128
962	127
963	-46
964	-128
965	-128
966	-25
967	127
968	-128
969	-128
970	-128
971	127
972	127
973	-97
974	-128
975	127
976	127
977	-128
978	-128
979	-128
980	127
981	-128
982	-128
983	-128
984	-128
985	-128
986	-128
987	-128
988	127
989	-128
990	124
991	127
992	-128
993	127
994	-128
995	37
996	-128
997	-128
998	-128
999	-65
